hyperparameter_set,average_roc_auc,model_path,timestamp
"{'learning_rate': 0.2, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.4409828742784324,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_131011
"{'learning_rate': 0.2, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.49013606824915296,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_131017
"{'learning_rate': 0.2, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.48371477961692255,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_131023
"{'learning_rate': 0.2, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.5241123339788187,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_131029
"{'learning_rate': 0.2, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.5947911216533055,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_131035
"{'learning_rate': 0.2, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.5445836450721065,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_131041
"{'learning_rate': 0.2, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.5176721692914759,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_131047
"{'learning_rate': 0.2, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.48310913655296533,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_131053
"{'learning_rate': 0.2, 'num_leaves': 31, 'max_depth': 20, 'min_data_in_leaf': 100, 'feature_fraction': 0.8, 'lambda_l1': 1.0, 'lambda_l2': 0.1, 'min_gain_to_split': 1.0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.8, 'bagging_freq': 10, 'bagging_seed': 999}",0.6016130062522563,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_131100
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.47933356316918907,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_131111
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.5015545533282341,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_131117
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.46428711187944316,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_131124
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.5180588490282316,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_131130
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.49627205081370124,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_131136
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.4785291768286939,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_131143
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.45241817172365284,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_131149
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.5256206495596488,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_131155
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.4433393477442117,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_131201
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.5446173519030528,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_131207
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.48956431461009775,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_131214
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.5335266271330495,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_131220
"{'learning_rate': 0.1, 'num_leaves': 100, 'max_depth': -1, 'min_data_in_leaf': 20, 'feature_fraction': 0.6, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'min_gain_to_split': 0, 'max_bin': 500, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 10, 'bagging_seed': 42}",0.5721168913847454,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_131226
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.47950073217618633,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_131237
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.4741700835608963,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_131244
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.4713561759204422,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_131250
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.4351351353140009,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_131257
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.45933610362031374,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_131303
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.46431886618776674,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_131309
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.46218488849044326,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_131315
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.4798655676435585,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_131321
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.5158719250382806,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_131327
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.4676736404977021,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_131334
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.47484968102722436,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_131341
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.4735057917501776,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_131347
"{'learning_rate': 0.01, 'num_leaves': 100, 'max_depth': 30, 'min_data_in_leaf': 50, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.5, 'max_bin': 255, 'boosting_type': 'dart', 'bagging_fraction': 1.0, 'bagging_freq': 15, 'bagging_seed': 999}",0.46712069976941645,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_131353
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4604655888213042,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_131404
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4793189634591659,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_131410
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.48365241499563155,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_131416
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4582978029679152,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_131422
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.48957131549805794,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_131428
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4434383421257439,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_131434
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4595134037986586,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_131440
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.48507418710780303,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_131446
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.44371276102416896,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_131452
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4744780824204001,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_35.pkl,20241102_131458
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.45182634235131475,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_36.pkl,20241102_131504
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.4705009698902831,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_38.pkl,20241102_131511
"{'learning_rate': 0.2, 'num_leaves': 150, 'max_depth': 10, 'min_data_in_leaf': 200, 'feature_fraction': 1.0, 'lambda_l1': 10.0, 'lambda_l2': 0, 'min_gain_to_split': 0.5, 'max_bin': 1000, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 42}",0.435524682618773,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_40.pkl,20241102_131518
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.4772601369422704,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_12.pkl,20241102_131529
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.45968800499439466,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_15.pkl,20241102_131536
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.479316916210098,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_16.pkl,20241102_131543
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.5285600388573716,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_17.pkl,20241102_131549
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.4997647988079835,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_18.pkl,20241102_131556
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.46089786272442074,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_19.pkl,20241102_131603
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.5006827255858466,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_25.pkl,20241102_131609
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.4657733092419167,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_30.pkl,20241102_131616
"{'learning_rate': 0.2, 'num_leaves': 50, 'max_depth': 10, 'min_data_in_leaf': 50, 'feature_fraction': 0.6, 'lambda_l1': 10.0, 'lambda_l2': 0.1, 'min_gain_to_split': 0.1, 'max_bin': 255, 'boosting_type': 'gbdt', 'bagging_fraction': 0.6, 'bagging_freq': 15, 'bagging_seed': 999}",0.49121658213607233,C:\Users\CsP\Desktop\stock_project_king_of_the_hill\saved_models\final_lightgbm_model_delta_t_32.pkl,20241102_131623
